"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"lastBitrate must always reflect the most recently recorded bitrate value.","670","tracks the last observed bitrate","QoECollector","2026-04-27","passed","2026-04-27","","bitrate tracking","",""
"The catalogue must expose exactly 5 QoE demo scenarios.","722","contains exactly 5 scenario ids","DEMO_SCENARIO_IDS","2026-04-27","passed","2026-04-27","","","",""
"Calling unregisterQoeDemoBridge when no bridge is registered must not throw — it should be a safe no-op.","1","is safe to call when no bridge is registered (idempotent)","unregisterQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"Without a first-frame mark there is no end time, so TTFF must remain null even after the request is marked.","1","returns null when only markPlaybackRequested has been called","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"A transition from one bitrate to a different one must increment the switch counter.","671","counts a switch when the bitrate changes","QoECollector","2026-04-27","passed","2026-04-27","","bitrate tracking","",""
"Rendering an empty row would produce a blank carousel — every row must have ≥ 1 video.","1","every row contains at least one video","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"Every id in DEMO_SCENARIO_IDS must round-trip through parseDemoScenario unchanged.","1","accepts every known scenario id","parseDemoScenario","2026-04-27","passed","2026-04-27","","","",""
"findVideo must successfully locate every video that exists in ALL_VIDEOS.","1","finds every video present in ALL_VIDEOS by its id","findVideo","2026-04-27","passed","2026-04-27","","","",""
"HERO_VIDEO powers the full-width hero banner; it must be the leading video in the ""featured"" row.","1","is the first video in the ""featured"" row","HERO_VIDEO","2026-04-27","passed","2026-04-27","","","",""
"An empty string is not a valid video id and must return undefined.","705","returns undefined for an empty string","findVideo","2026-04-27","passed","2026-04-27","","","",""
"The catalog must have a meaningful number of videos — a count ≤ 5 would indicate missing content.","709","contains more than 5 videos","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"Each label value must be a non-empty string suitable for display in a UI.","1","all labels are non-empty strings","DEMO_SCENARIO_LABELS","2026-04-27","passed","2026-04-27","","","",""
"findVideo should return the same reference stored in ALL_VIDEOS, not a copy, to enable identity comparisons.","705","returns the exact same object reference (no clone)","findVideo","2026-04-27","passed","2026-04-27","","","",""
"A freshly constructed QoECollector must report zero buffering events and zero accumulated buffering time.","5","starts with zero buffering count and time","QoECollector","2026-04-27","passed","2026-04-27","","initial state","",""
"The hero video should not inject QoE faults — it must use the ""baseline"" scenario.","705","has a baseline scenario","HERO_VIDEO","2026-04-27","passed","2026-04-27","","","",""
"The ""featured"" row drives the hero banner on the home page.","712","contains a ""featured"" row","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"Year values are displayed in the UI; obviously wrong years indicate a data entry error.","1","all year values are plausible (≥ 2000)","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"ALL_VIDEOS must equal the flat-mapped union of every catalog row — no extras, no omissions.","1","is the flat union of all CATALOG rows","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"A start/end pair must produce exactly one buffering event and add the elapsed seconds to totalBufferingTime.","1","records a buffering event and accumulates duration","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"matchScore drives the recommendation percentage badge (0–100); values outside that range would cause display bugs.","1","all matchScore values are in the range 0–100","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"The first bitrateChange event establishes a baseline; it must not be counted as a quality-level switch.","1","does not count the first bitrate set as a switch","QoECollector","2026-04-27","passed","2026-04-27","","bitrate tracking","",""
"The catalog must expose at least one content row.","2","contains at least one row","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"A second recordBufferingStart while an event is already open must be ignored — the original start time is preserved.","673","recordBufferingStart is idempotent while a buffering event is open","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"Duplicate video IDs would cause React key collisions and routing bugs.","1","all video IDs are unique","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"Scenario ids are case-sensitive; mixed-case variants must fall back to ""baseline"".","1","is case-sensitive — mixed-case ids fall back to baseline","parseDemoScenario","2026-04-27","passed","2026-04-27","","","",""
"Calling recordBufferingEnd without a prior recordBufferingStart must be a safe no-op.","1","ignores recordBufferingEnd when no start has been recorded","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"DEMO_SCENARIO_LABELS must not contain orphaned entries for unknown scenario ids.","721","has no extra entries beyond the known scenario ids","DEMO_SCENARIO_LABELS","2026-04-27","passed","2026-04-27","","","",""
"registerQoeDemoBridge must expose the bridge on window.__QOE_DEMO__ so Playwright tests can call getSnapshot() and control playback.","2","attaches the bridge to window.__QOE_DEMO__","registerQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"The scenario property must survive registration so Playwright tests can read it from window.__QOE_DEMO__.scenario.","21","preserves the scenario value on the registered bridge","registerQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"A redundant second recordBufferingEnd must not add a phantom event.","1","does not double-count if recordBufferingEnd is called twice","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"In silent mode (used in CI without a backend) sendMetrics must return immediately without making any HTTP call or throwing.","1","resolves without throwing","QoECollector","2026-04-27","passed","2026-04-27","","sendMetrics in silent mode","",""
"Only the first call to markFirstFrameRendered captures the end mark; subsequent calls must not overwrite it.","1","markFirstFrameRendered is idempotent — subsequent calls are ignored","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"HLS stream URLs must be fully-qualified http(s) addresses ending in .m3u8 so HLS.js can load them.","1","all hlsUrl values are valid http(s) URLs","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"A second call to registerQoeDemoBridge must replace the previous bridge so hot-reloads pick up the latest instance.","1","overrides a previously registered bridge","registerQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"The scenario field is used to activate QoE fault injection; an unknown id would silently fall back to baseline.","2","all scenario values are valid DemoScenarioIds","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"Only the first call to markPlaybackRequested sets the start mark; subsequent calls must be silently ignored so TTFF is not reset mid-session.","1","markPlaybackRequested is idempotent — subsequent calls are ignored","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"Every scenario id must have a corresponding human-readable label.","721","has a label entry for every known scenario id","DEMO_SCENARIO_LABELS","2026-04-27","passed","2026-04-27","","","",""
