"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A redundant second recordBufferingEnd must not add a phantom event.","1","does not double-count if recordBufferingEnd is called twice","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
"No bitrate switches must be recorded until the first bitrateChange event fires.","1","starts with zero bitrate switches and null lastBitrate","QoECollector","2026-04-27","passed","2026-04-27","","initial state","",""
"Null, empty string, and unrecognised values must all fall back to the ""baseline"" scenario.","3","defaults invalid values to baseline","parseDemoScenario","2026-04-27","passed","2026-04-27","","","",""
"Every catalog row must have a non-empty id (used as a React key) and a display label.","1","every row has a non-empty id and label","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"Without a first-frame mark there is no end time, so TTFF must remain null even after the request is marked.","3","returns null when only markPlaybackRequested has been called","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"Every DemoScenarioId must be represented by at least one video in the qoe-scenarios row, ensuring no scenario is left without a test card.","3","the qoe-scenarios row covers all 5 DemoScenarioIds","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"Receiving the same bitrate value twice must not increment the switch counter.","745","does not count as a switch when the bitrate stays the same","QoECollector","2026-04-27","passed","2026-04-27","","bitrate tracking","",""
"The catalogue must expose exactly 5 QoE demo scenarios.","1","contains exactly 5 scenario ids","DEMO_SCENARIO_IDS","2026-04-27","passed","2026-04-27","","","",""
"Only the first call to markFirstFrameRendered captures the end mark; subsequent calls must not overwrite it.","1","markFirstFrameRendered is idempotent — subsequent calls are ignored","QoECollector","2026-04-27","passed","2026-04-27","","getTimeToFirstFrameMs","",""
"findVideo must return undefined when no video matches the given id.","783","returns undefined for an unknown id","findVideo","2026-04-27","passed","2026-04-27","","","",""
"findVideo should return the same reference stored in ALL_VIDEOS, not a copy, to enable identity comparisons.","784","returns the exact same object reference (no clone)","findVideo","2026-04-27","passed","2026-04-27","","","",""
"The hero video should not inject QoE faults — it must use the ""baseline"" scenario.","784","has a baseline scenario","HERO_VIDEO","2026-04-27","passed","2026-04-27","","","",""
"Year values are displayed in the UI; obviously wrong years indicate a data entry error.","7","all year values are plausible (≥ 2000)","ALL_VIDEOS","2026-04-27","passed","2026-04-27","","","",""
"registerQoeDemoBridge must expose the bridge on window.__QOE_DEMO__ so Playwright tests can call getSnapshot() and control playback.","4","attaches the bridge to window.__QOE_DEMO__","registerQoeDemoBridge","2026-04-27","passed","2026-04-27","","","",""
"Each QoECollector instance must be fully independent — mutating one must not affect another.","757","generates a unique sessionId for each instance (observable via lastBitrate independence)","QoECollector","2026-04-27","passed","2026-04-27","","initial state","",""
"The catalog must expose at least one content row.","3","contains at least one row","CATALOG","2026-04-27","passed","2026-04-27","","","",""
"Each start/end pair must be tracked independently and their durations summed in totalBufferingTime.","1","accumulates multiple buffering events","QoECollector","2026-04-27","passed","2026-04-27","","buffering tracking","",""
